0,1,2
高血压,症状,"我有<entity>的,症状颈椎病,肩周"
肝硬化,疾病,<entity>疾病可以治愈吗?
肝硬化,疾病,之前左胸比较难受去医院做了心电图及CT心电图无异常CT显示为胸膜粘连[有化验单照片]还做了结核测试医生只是说有点点象但是不明显其他无毛病曾经治疗情况和效果：医生开了些消严药说吃一星期还难受就打几针注意休息不要操劳过度我吃完一星期后还是感觉无好转想得到怎样的帮助：最近这半年我发现自己手脚指甲都是鲜红色有如涂了指甲油在网上搜索了一些知识说：指甲个案6：自我诊断：呼吸系统、心血管和营养障碍性疾病手指末端较粗如同鼓槌指甲呈鹦鹉嘴状甲床颜色较正常深呈现红色或者紫红色这些指甲征象常见于呼吸系统疾病、某些心血管病和营养障碍性疾病譬如支气管肺癌、肺脓肿、紫绀型先天性心脏病、亚急性感染性心内膜炎、<entity>等等上述疾病可以导致肢体末梢慢性缺氧、代谢障碍因此出现了手指末端增粗呈棒槌状而甲床颜色变深呈现血流丰富的红色这时千方不可大意要上医院接受正规治疗请医生给我些建议还应该注意些什么该如何治疗该做什么检查我体质不好我现在很担心求医生救救我吧~~~有人说是紫绀我查了下好象有根据请专家们给我指示下还需要做什么检查半个月前又做过一次体检没什么毛病请问如果真跟五脏有关我还需要做什么检查挂号的话去哪个科室或者告诉我下该如何治疗病情会不会严重~~好害怕啊~（）
肝硬化,疾病,药物性<entity>可以并发哪些疾病?
肝硬化,肝脾肿大,你好孩子2个月时候诊断是巨细胞引起的婴儿肝炎综合症在长春医大治疗症状减轻出院后又反复各项指标上升怀疑是闭锁后去上海时候4个月没做胆道闭锁手术有危险建议直接肝移植孩子现在一岁了胆道闭锁引起的肝脾肿大<entity>少量腹水身体黄曾经治疗情况和效果：没有想得到怎样的帮助：跪求有好的方法可以减轻孩子痛苦维持生命（）
主动脉夹层,疾病,<entity>动脉瘤怎么护理？医生说我朋友患了这种疾病了，请问要
主动脉夹层,疾病,病情描述发病时间、主要症状、症状变化等）：突发心肌梗塞并发肺梗塞和肺大面积炎症上周一突发胸痛晕厥，晕厥几分钟后苏醒，大便失禁，送医院急救过来呕吐数次，CT结论：1，主动脉全程未见确切<entity>表现2，双侧胸腔中午量积液及邻近组织压迫性不张及炎性改变3，心包积液及腹腔积液.4，右肾囊肿5，胆囊窝积液，轮廓毛糙，明显强化，考虑多为胆囊炎.老师：患者以前血压正常，血糖正常，血脂3.33，身体特好，体型胖，无任何病症.这次是上厕所跑快了突发的病.抽胸水检测测定值：颜色：红色，透明度：浑浊，凝固：无凝块，粘蛋白定性：阴性，有核细胞数：90，淋巴细胞：80，中性分叶粒细胞：20总蛋白：22.0葡萄糖：6.28乳酸脱氢酶：90.0腺苷脱氨酶5.9超敏感C反应蛋白10.95血清检测：C-反应蛋白46.5血液检测：血沉分析：30二氧化碳分压50剩余碱6.2D-二聚体242纤维蛋白原4.524凝血酶原时间比值0.725曾经治疗情况和效果：已经用了头孢替唑钠，果米二磷酸针，丹参酮IIP硫酸钠，厄贝沙坦片，硫酸氢氯呲格雷片，低分子量肝素钙，甲磺酸帕球沙星(五天后改用头孢米诺钠和依替米星加丹参铜，马来酸氯苯那敏片)患者用了以上药产生药疹，就用了马来酸氯苯那敏片和葡萄糖酸钙注射液和地塞米松磷酸钠来抗过敏.问题：1.马来酸氯苯那敏片和葡萄糖酸钙注射液和地塞米松磷酸钠这三种药的禁忌上明显写着心血管疾病，心肌梗死，血栓症不能用，会导致病人突发生命危险.是吗?这种病人不用这三种药行吗?况且病人的血压还不稳定的情况.想得到怎样的帮助：请老师解答我的提问，谢谢
胰腺炎,疾病,90岁男无其他疾病患胆结石几十年今年发作三次了两次病危每次住院半个多月只是输消炎以及营养的液体因年纪大了医生不敢做手术但是现在已经吃不下任何东西还胃胀恶心十分消瘦下不了床了曾患过<entity>有一点肾结石请问医生该怎么办？做手术实在怕身体扛不住求医生给点建议拜谢曾经治疗情况和效果：前几年都没什么太大的事只是吃多了鸡蛋之类的会不舒服但是今年发作三次了两次病危去医院也只是保守治疗输氨基酸消炎的还有补充营养的想得到怎样的帮助：请问医生这样的体质能不能做手术成功的机率有多大是麻醉危险还是手术危险没有别的希望了吗？真的疼到休克哎拜谢（）
胰腺炎,疾病,胰腺疾病<entity>治疗办法
腮腺炎,疾病,病情描述发病时间、主要症状、症状变化等）：约两星期前有一次自慰后排尿出现冰红茶色，之后一星期无自慰，尿色亦正常几天之后，左侧阴囊出现偶尔的自发性隐痛，约一星期前，自慰后尿色正常，但左侧隐痛逐渐频繁，走路时亦有感觉，约一天之后，右侧阴囊也出现隐痛，去社区医院检查，疑似附睾炎，开始服用氧氟沙星片Ofloxacin）--------------第二天前天）感觉排尿需先站一会，稍感无力，阴茎疲软，尿色发黄当晚去医院急诊，血常规检查基本正常，只有嗜酸细胞百分比0.80、单核细胞绝对值0.62、平均红细胞血红蛋白浓度324.00g/L在标准之外。注射一瓶伏立特磺酸帕珠沙星氯化钠注射液）当晚睡觉时，感觉阴茎有痒痛感--------------次日昨天）晨起感觉症状减轻，阴茎痒痛感基本消失随后去医院泌尿外科专家诊，医生触诊阴囊后，感觉阴囊内器官无明显肿胀，怀疑为前列腺炎反射所致，建议对阴囊做彩超检查以确认，彩超结果：左右睾丸大小形态正常，内部回声均匀，未见占位病变。血流未见异常。左右附睾头大小形态正常，内部回声均匀，未见占位病变。血流未见异常。左精索静脉扩张迂曲，最宽静脉内径2.4mm。右精缩静脉扩张迂曲，最宽静脉内径2.2mm。超声诊断：双侧精索静脉增宽，请结合临床医生好像有急事，需要去外地做手术，遂诊断为精索静脉曲张导致的疼痛，无需服用任何药物，亦不需对前列腺做继续检查，只需多休息。我感觉他是因为要离开而敷衍我。我之前从未出现过这种情况。----------------从医院回到公司后，排尿依然需要等待，颜色发黄昨日下班时，感觉腹部似乎是淋巴管结猜测）均有肿胀，右侧尤其明显，手可触及，按下有痛感，才发现这几处结点之前均有过自发疼痛昨晚开始重新开始服用氧氟沙星，一日两次，一次3片----------------今早起床，排尿时仍需等待，尿线较细，淋巴结仍然肿胀，但较昨日似有减小。阴囊疼感基本消失，但乘车中感到小腹胀痛，有灼热感。上班过程中排尿，比昨日较轻松，但腹部淋巴结肿胀未减轻。下班乘车，下腹亦有不适，下车后步行，左侧阴囊又出现隐痛--------------因为工作关系，只能周六再去医院检查，之间只能服用氧氟沙星控制病史：14岁时，因<entity>并发了睾丸炎或附睾炎，记不清了）其它：这些天经常感到恶心、头晕=====================================请问：1.我这种程度的精索静脉曲张能否引起这种疼痛，对生育有多大影响、有没有可靠有效的治疗手段，可能的病因。2.请问目前可能的病因、病处前列腺？膀胱？其他？）、有效的药物以及进一步诊治应该进行的检查，谢谢！第一次问题补充：(2007-5-2320：45：24)请问成为慢性疾病的可能性有多大，我比较担心第二次问题补充：(2007-5-2321：07：00)尚无尿频、尿急的症状第三次问题补充：(2007-5-2410：04：53)<entity>已经是10年前的事情了，之间并未出现过此类症状，这次是左侧阴囊先出现隐痛之后数日，才出现了开始排尿时“尿不出来”的感觉男
支气管肺炎,症状,你好！病人原有二十几年的<entity>，现复发肺气肿、肺心病症状有心口肿、疼，冒大汗（一天换三四次衣服），脚冰凉，无力，走路都走不动…曾经治疗情况和效果：
支气管肺炎,症状,我家宝宝两个月的时候因为<entity>住进医院，打点滴15天好了，出院后宝宝一哭闹后呼吸急促喘鼻子里好像有鼻涕出不来现在宝宝快5个月大了一直没有好在住院期间医生说孩子心脏有杂音可能有先天性心脏病因为医疗条件有限也没有确诊上述这种情况是不是有心脏病还是别的症状请给予解答谢谢我家宝宝两个月的时候因为<entity>住进医院，打点滴15天好了，出院后宝宝一哭闹后呼吸急促喘鼻子里好像有鼻涕出不来现在宝宝快5个月大了一直没有好请问这是什么原因应该如何治疗请您给予解答谢谢
胆囊结石,症状,我想咨询<entity>的症状？想得到怎样的帮助：我想咨询<entity>的症状。
胆囊结石,症状,我在体检身体时，b超显示肝实质回声稍增粗，肝囊？想得到怎样的帮助：我在体检身体时，b超显示肝实质回声稍增粗，肝囊肿。肝内偏强回声结节，<entity>等情况，医生对其建议做增强ct复查，其结果是肝多发性囊肿1.7mm，<entity>。身体没有什么明显症状，只是7年前因卵巢囊肿子宫肌瘤做过切除手术，请问专家这个结果怎么处理。谢谢。
胆囊结石,症状,男34岁胆囊：上下径38mm前后径18mm壁毛糙腔内几乎无胆汁透声内充满强回声后伴声影胆总管内径约6mm诊断为：萎缩性胆囊炎;<entity>（充满型）做B超发现的一直没有任何明显症状我完全不知道曾经治疗情况和效果：前两天体检做B超发现的以前多年没体检再加上无明显症状所以我根本不知道想得到怎样的帮助：我在一家3甲医院确诊的已经在排队住院过几天要做腹腔镜胆囊切除术我现在比较担心几点：1.我不知道胆囊壁毛糙是什么意思是不是很不好？2.后伴声影是表明很严重的吗？3.胆总管内径约6mm意味着什么？是好还是不好呢？4.我知道有胆囊癌误诊为萎缩性胆囊炎的我可能已经很久了不会是癌了吧？我好怕5.我有点胖身高1.65米体重快140斤了能做腹腔镜胆囊切除术吗？6.我可能有前列腺炎能做腹腔镜微创手术吗？7.腹腔镜胆囊切除术可怕吗？会出意外吗？我这辈子没做过手术感觉很怕很担心谢谢各位医生了（）
梅毒,皮肤科,今天去抽血检查了下是二期<entity>，原来一期的时候去三甲医院被误诊为阴囊湿疹，后来去二甲医院说是蚊虫叮咬跟阴囊湿疹，现在整个心都凉了。医院没有给我血清的报告，就写了<entity>。也就是说一期<entity>的时候是在三个月前，转为二期是八天前。我整个人直接郁闷掉，也忘了拿报告。现在想问问专家二期<entity>要怎么治疗，我家乡有个皮肤科专家治疗可靠吗？当初我去三甲医院检查就因为检查是湿疹把病演变成这样，我都不想再去那家医院了，我们城市只有二甲医院，有哪位专家能告诉我彻底治疗这个病的办法，还有如果预防传染他人，什么东西能吃什么东西不能吃，水果呢？还有因为湿疹不会传染.所以我跟我女朋友有性生活，现在我真的是欲哭无泪，就因为误诊搞得我现在头都大了。什么时候带我女朋友去检查血清比较合适、还有我想检查下是否有患艾滋病的可能。我没这方面的检查经历，请问检查艾滋病，要如何检查？怎么跟医院说？快结婚了什么时候才能要小孩，听说<entity>要定期检查，如何检查？检查的时间？怎么样才能算彻底治疗好这个病，我很担心，如果再转入三期那不是没得救了？哪位专家解答下，万分感激。
贫血,症状,男77岁冠状动脉粥样硬化性心脏病陈旧性心肌梗死心功能I级冠状动脉支架植入术后1级高血压脑梗塞短暂性脑缺血发作3级高血压慢性肾衰竭（肾功能衰竭期）高钾血症肾性<entity>痛风嗜睡全身无力心脏病十年前在北京阜外心脏病医院做过三个支架去年年底和今年年初又做2次手术植入5个支架术后7个月了现在同时服用波立维阿司匹林地平片碳酸氢钠片尿毒清颗粒开同α酮酸这些药会不会相互影响有副作用？可以再同时服用纳豆和银杏治疗血栓症状么？最近几天明显感觉老人行动迟缓半边手脚抖曾经治疗情况和效果：1月份的时候下过支架手术全身一共植入8个支架现在同时服用波立维阿司匹林地平片碳酸氢钠片尿毒清颗粒开同α酮酸想得到怎样的帮助：同时服用波立维阿司匹林地平片碳酸氢钠片尿毒清颗粒开同α酮酸这些药会不会相互影响有副作用？可以再同时服用纳豆和银杏治疗血栓症状么？最近几天明显感觉老人行动迟缓半边手脚抖怎么维持病症会好转？怎样减轻病人的痛苦现在吃饭食欲也不是很好不爱吃饭缺乏营养（）
贫血,症状,已经很长一段时间了、就是1、月经量增多。2、经常头痛、头晕、出去散散步就会好些。3、尿频尿急（但年轻的时候就是这样的）。有人说是子宫肌瘤、可是我看了症状、月经是多、但是没有出血、下腹我摸了一下是挺硬的、子宫有没有增大不知道、因为人本身偏胖、因为月经量很多有<entity>症状（全身乏力、面色苍白、气短、心慌等）没有检查过。想知道到底是不是子宫肌瘤、还是其他原因？
贫血,症状,主要症状就是乏力，干点家务活就觉得身上提不起来力气，容易气喘，倒是没有胸闷这些症状，家族里无心脏病史。下肢浮肿，天气越冷越重，是那种一按一个坑，然后要挺长时间才能恢复的。脸色发黄，下眼睑翻开里面白白的没什么血色，以前查过有轻度<entity>。食欲一般，没什么胃口，但对油腻也不反感。睡眠还好，大便两三天一次吧，自觉平时喝水不少，但是小便次数不算多。体重无变化。至今有两三个月的时间了，想去医院检查一下，不知道该去哪科？检查内容是什么？
贫血,症状,病情描述发病时间、主要症状、症状变化等）：个月左眼视盘凹陷性异常【牵牛花综合症】脑发育不良合并视力听力障碍。先天性心脏病【房间隔缺损】先天性多发畸形。肝功能损害【非外伤性】轻度<entity>。心肌损害。：
贫血,症状,我于今年1月6号做了腹腔镜胆囊切除术后一直瘦而且<entity>于3月31号确诊升生结肠癌形态为菜花状病理学为低分化腺癌ct显示没有转移我看过一些网上资料说胆囊切除会诱发结肠癌从腹腔镜到现在已有4月了我的症状越来越不好身上疼痛严重<entity>现正在输血准备择期手术想得到怎样的帮助：我想知道因胆囊切除诱发的结肠癌严重吗？依照我的这种检查结果4月后行手术治疗会得到控制吗预后效果好吗（）
贫血,症状,我今年26岁首先我说下引起病因的具体经历在78岁时我头脑受过一次撞击是从几米高的地方摔下来当时的情况是头先着地摔在水泥板上起来就站不稳晕倒在地在当时也没做什么检查经常晕眩（眼里看到东西都在旋转眩晕时就会抱住就近的物体比如桌子之类的东西闭着眼睛不敢动整个人就在晃）但头不会疼后来经医生介绍吃了段时间“镇脑灵”情况一直稳定了到去年年底（虽然在这20年期间会有点晕眩的症状但是能控制调整下就好我也一直认为是头脑的问题引起的）直到去年年底也许由于刚工作压力大还是那段时间头颈受冷经常去打排球（转身动转颈的动作比较多）又开始晕眩了到现在大半年啦天天这样很烦恼具体症状是这样的：1.头昏眩时看东西左右摆只要注意力一不集中脑子没事情想了就会产生晕症!走路如踩棉花飘飘的感觉感觉是地面在移动有下陷感尤其在变换体位~头部过度旋转晕症加剧胸闷和心慌立定站着不动时感觉头有点不由自主的轻微晃动慢慢加剧越紧张越昏得厉害必须要快速走动来保持平衡或者想其他的事情转移注意力才稍微减轻当时的晕症手拿东西有点打斗害怕去空旷平坦的场地2有时恶心想吐感觉喉咙有异物吞口水有卡的感觉耳朵偶尔也会有“嗡嗡”声座着时脚爱动眼睛会有点蒙和干的感觉看东西眼前会要小斑点在晃动紧张时吐谈交流有点感觉不流畅3注意力不太集中得起来易犯困特别在紧张时上楼梯转头~或抬头时爬在桌子上睡觉时（我几乎从不敢爬在桌子上睡过晕症特别明显抬头时间稍长或者立正闭眼睛晕得厉害）发怒和大声讲话时天冷时吃辣的东西时激动时`突然抬头转身时噪音大时都会晕眩我这时一般都会采取快速走或者跑来保持身体平衡或者尽量去想其他事来分散昏症4精神不是很好说话感觉底气不足感觉话在喉咙中最近梦多易醒醒后难眠；脾气不是很好易发怒嘴唇易干燥喉咙易沙哑脸上容易起豆易上火颈椎有时酸胀麻的感觉.五：早上嘴巴有浓口水消化不好大便次数过多一般饭后吃过饱就要上大便上大便时间很快就结束小便也容易黄人消瘦我也克医院做了蛮多的检查了基本情况是这样的：一：血常规18项基本正常其中就是MCHC低307（320~360）PDW低15.2（15.5~18）二：彩超（肝胆脾胰）正常;肝功能十二项和血压正常;血脂六项和空腹血糖正常纯音听力计检测也正常三：脑电图头部CT和（MRI)正常.四：经颅多普勒提示①左右颈基底A血流增快②左右小脑后下A血流增快（提示A痉挛？建议进步检查）(我自己感觉头晕时后脑勺有点发热医生说动脉流速增快造成的通常是因为各种原因造成的血管狭窄还是脑血管痉挛或者是因为动脉弹性下降或者血管受阻管腔变小血流过快.血液循环过多椎体动脉供血不足其他的血管代偿所导致）五：颈椎X片症状是①颈椎轻微的骨质增生②齿状突略向左侧偏移③颈椎曲度异常(左肩偶尔有酸胀麻的感觉）六：颈部彩超提示①左侧椎动脉轻度供血不足②双侧颈动脉及右侧椎动脉顺应性降低(这是颈椎病压迫神经引起的供血不足但是磁共振上没显示压迫神经？)七：颈椎磁共振提示：颈椎曲度稍直多个颈椎间盘T2WI上信号轻度减低C4-5`C5-6椎间盘向后轻度突出黄韧带未见增厚神经根末未见受压颈髓形态及信号正常锥体骨质信号正常总结意见：轻度颈椎退行性变八：心电图提示：窦性心动过缓伴不齐（医生说我是搞体育的应该没问题但是如果心率太慢当然会造成器官供血不足是否要做24小时心电图？）九：胃镜病理诊断（胃窦）黏膜轻度慢性浅表性炎(一篇报道说颈椎病有可能导致消化功能失调也能引起慢性胃炎医生说消化不良造成营养不良也能引起头晕）十：血黏度（血流变系11项）分析结果为轻度异常（全血粘度高切200/S6.30高5.12~6.16全血粘度中切100/S7.07高5.29~6.90全血粘度中切30/S8.63高5.89~8.40全血粘度低切3/S12.64高9.48~12.23红细胞电泳时间（S）20.47高16.64~20.20）其他正常(医生说血粘度高容易造成动脉斑块形成导致血管狭窄所以供血不足出现头晕头胀)我自己总结分析：①儿时头受过外伤是引起头晕的主要起因从儿时到现在期间是有眩晕症状的但是不严重头颅磁共振没问题颈椎有问题那估计是小时的外伤影响到颈椎了还有就是从小到大我有匍着睡觉的习惯（匍匐睡时脸都是朝右边）现在头朝右转没问题向左就有点不顺畅啦②去年年底头部和颈部经常受冷才开始眩晕加重的③运动时旋转头脑时特别晕④目前的颈椎X片检查显示轻微的骨质增生齿状突略向左侧偏移颈椎弯曲度异常导致左侧椎动脉轻度供血不足双侧颈动脉及右侧椎动脉顺应性降低)⑤颈椎磁共振提示：颈椎曲度稍直多个颈椎间盘T2WI上信号轻度减低C4-5`C5-6椎间盘向后轻度突出总结为轻度颈椎退行性变⑥有时左边颈椎和肩膀轻微的感觉到胀酸麻⑦网上说颈椎病和慢性胃炎有关吗？⑧血粘度轻度异常过高也会影响供血吗？⑨是否是医生说的内分泌失调肝火旺造成的？⑩是否是以前的脑部撞击造成的脑血管疾病或者是脑部神经疾病或者是脑震荡后遗症？自从小时头部受伤后没做什么检查那时天天头晕感觉眼睛看到的东西都在旋转后来吃了断时间的“镇脑灵”基本上好了很少见晕症偶尔会有但是调整下就好直到去年年底又开始头晕那段时间天气比较冷头部颈椎受冷加上工作比较紧张压力大经常叹气比较操心和劳累特别是在一次打排球转身的时候晕得很厉害之后我去医院做了蛮多项检查很多医生说是“颈性眩晕”供血不足曾经治疗情况和效果：中医院内科医生给我开了点活血的草药回家自己熬来吃情况稍微好点但是几天后又复发前段时间又到骨科医生说问题不大是轻微的骨质增生和供血不足做了几次颈部熏蒸和一次针灸打了点活血的吊针但效果不是很好口服也吃过的药有“西比灵”“盐酸地芬尼多片”“镇脑灵”“颈复康颗帘“养血清脑颗帘“维生素E”“百乐眠胶囊”“阿普唑仑”“阿司匹林”“龙胆泻肝丸”“天舒胶囊”“金乌骨通胶囊”外擦“骨友灵擦剂”其中“阿普唑仑”效果比较好吃完想睡但是是神经类的药物我只吃了几天不敢吃了其次草药效果是有点缓解但是效果就好几天至于其他的药我吃了不到1个星期我见没效果我就不吃了“阿司匹林”我只吃了一次西药我不敢吃胃不好怕副作用大现在还在吃“金乌骨通胶囊”和“天舒胶囊”吃了2天了效果不是很有用这几天还去做了牵引和热烫效果不是很明显症状依然严重想得到怎样的帮助：最后我想问病因在哪？是否是：外伤造成椎动脉型颈椎病(但磁共振显示神经未受压迫？)混合型颈椎部脑血管痉挛？血粘度高？精神方面的影响{植物神经紊乱肝火旺阴阳失调内分泌紊乱}颈肌痉挛(因为我颈椎比较僵硬)胃消化不良缺乏营养引起的？前列腺炎（纵欲）气血不足？脑缺血？缺钙？中耳炎？前庭神经元炎？<entity>？心律失常？神经官能症？神经衰弱？腔隙性脑梗塞？脑血管畸形？冠心部脑动脉硬化美尼尔代综合症？脑震荡后遗症？我这到底是什么症状？病因在那？我该如何治疗？（）
贫血,症状,病情描述发病时间、主要症状、症状变化等）：宝宝三个月嘴唇眼周发青…排除了先天心脏病。肺部也没问题…医生说宝宝<entity>…有支气管炎。请问<entity>也会导致宝宝嘴唇一圈发青吗？
贫血,症状,<entity>性心脏病的症状有哪些
贫血,症状,"医生们,你们好!我妈有两年的脚踝浮肿病历.伴有失眠,便秘等症状,(尚未绝经).上星期检查了心电图,肾功能,肝功能,都很正常,血常规发现<entity>非常严重,血色素只有7克多,于是在医生的建议下做了子宫彩超.发现子宫有多处肌瘤.都比较小.然后宫颈管中也发现了一个瘤,5.7CM*1.9CM*3.6CM,能探测到血流信号,RI：0.67.CDFI,可检测到血流信号.表现为低回声下边结论是多发性子宫肌瘤第二行是：宫颈管中考虑粘膜下肌瘤娩出.现在医院的医生给出两个方案让我们选１、采取不开刀的方法，用宫腔镜引导，取出宫颈管中的肌瘤，子宫中的肌瘤等闭经后自己缩小。２、开刀手术。医生是说如果采取开刀手术，可以检查肿瘤是否为恶性，如果方法１，检查为恶性后还要再做一次手术。（因为转述，所以我不是很理解，宫腔镜取出肿瘤后一样可以做切片检查来判断是否为恶性，为什么一定要手术的方案才能检查呢）请各位专家给个建议！马上就要定方案了，求求大家了！都那么忙么．为什么没人回答我快哭了能不能先告诉我这只是良性肿瘤？"
贫血,症状,您好：现年48周岁，女。我与5月9号做体检查出有1.2CM的子宫肌瘤，需要注意什么？谢谢！没什么症状，就是经期延长。也不<entity>，身体状况良好，15号刚献的血曾经治疗情况和效果：没有想得到怎样的帮助：希望医生能告诉是否需要治疗和注意事项
贫血,症状,"我爸爸69岁,因为肾结石和积水做了四次血透,在做肾引流的时候,血止不住,后来输了三次血,现在血差不多止住了,现在检查出来的肌酐值是420,主治医生判定两侧肾功能已经丧失,现在再做取结石的手术已经没有意义,请问,主治医生做出这样的判断是正确的吗?有什么更好的办法治疗吗?　病史：伴有高血压的心闷症状,原来有<entity>,后来输血之后好一点了"
贫血,症状,病情描述发病时间、主要症状、症状变化等）：<entity>，有子宫肌瘤。可能<entity>引起的心脏不太好，左心室增大，上楼胸闷，喘气：
贫血,症状,本人有子宫肌瘤，但是现在有心肌缺血，<entity>等症状？想得到怎样的帮助：本人有子宫肌瘤，但是现在有心肌缺血，<entity>等症状，那要是延期治疗有什么危险吗。
贫血,症状,病情描述发病时间、主要症状、症状变化等）：我从小，心脏不完整，小的时候总是发烧，等长大一说，就不怎么发烧了，我现在很正常，就是有点<entity>，又一次去我一姥姥那我姥姥是医生）她帮我听心脏，说已经好了，我不知道是不是真的，如果真好了，是不是还有可能复发呢？请各位帮帮我！谢谢！想得到怎样的帮助：先天性心脏病能活多久
贫血,症状,<entity>一般有什么症状呢？
贫血,症状,溶栓性<entity>症状都有什么？
贫血,症状,我有<entity>的症状，但是最近我又怀孕了，
贫血,症状,最近因子宫肌瘤造成<entity>的症状服用益气养血口服液管不管用的啊
贫血,症状,继发性<entity>是常见子宫肌瘤症状吗
贫血,症状,我今年36岁有一个13岁的女儿近两三年每次月经都痛经血多还有血块去年有<entity>症状今年一月份伴有腰背疼痛当时以为是上环年限长引起的所以今年五月来到医院取环查出子宫肌瘤因肌瘤小医生建议观察没有治疗十月份由于没有上环怀孕于十一月做无痛人流十二月月经过后来医院上环在做检查时发现病情血常规显示<entity>阴超显示患了子宫肌瘤合并腺肌病左卵巢囊肿超声描述子宫前卫58乘52乘49MM形态不规则肌层回声不均匀前壁外涂低回声16乘15乘12MM右前壁低回声23乘20乘18MM后壁近粘膜层直径6MM余肌壁回声不均内膜厚6MM左卵巢43乘30乘35MM其内无回声33乘30乘24MM形态规则周界清楚右卵巢31乘30乘20MMCDFI;其内及周边血流信号子宫后方液平12MM曾经治疗情况和效果：去年只针对<entity>治疗了一段时间当时没见查出子宫肌瘤没有治疗想得到怎样的帮助：我想了解我目前是否适合上环对于我的病情应该还学要做哪些检查结合我的情况我应该接受怎样的治疗效果会更（）
贫血,症状,病情描述发病时间、主要症状、症状变化等）：八月二十日在哈尔滨医科大学附属第一医院做的三维B超，超声所见：子宫位置：后位，子宫三径：63.2*51.9*58，子宫内膜厚度：9.2，子宫内膜回声：均匀，宫内节育器：位置下移，节育器上缘距宫底约41.6mm，子宫肌壁回声：不均匀，前壁分别可探及20.6*23.2，52.3*49.4界尚清的稍低回声区，较大者外突。子宫颈部回声：欠均匀，可探及散在的小无回声。超声提示：宫内节育器下移，子宫肌瘤，宫颈纳囊。现在一直流血已经八天，量多。想现在摘环可以吗？想得到怎样的帮助：现在流血摘环行吗？不摘掉会一直流血，身体受不了，现在已经出现<entity>症状。
贫血,症状,我不仅有子宫肌瘤的症状还有一些<entity>可以使用阿胶吗
贫血,症状,心源性浮肿常因心脏疾病如先天性心脏病心肌炎心包炎或肺炎肾炎重度<entity>等引起心力衰竭而导致.一般以下肢浮肿为主伴有呼吸困难心率过速肝肿大颈部静脉变粗等症状.我母亲就是这种她现在58岁今年发病率高半个月一次曾经治疗情况和效果：请问医生这该如何医治？？？急谢谢（）
贫血,症状,请问一下症状是不是<entity>啊？
贫血,症状,病情描述发病时间、主要症状、症状变化等）：如何治疗坠积性肺炎【伴有老年型基础病如糖尿病，脑梗等】现已做气切炎症反复今年三月底发病表现为咳嗽有痰【夜间加重】，全身逐渐无力，意识处朦胧状态【肾性<entity>】体温37.5左右，饮食不佳常有饱胀感，双下肢轻度浮肿，双手背肿胀【燕化医院】曾经治疗情况和效果：1静脉注射多种抗生素【已抗体】2补充白蛋白鼻刺营养液【青霉素过敏】无家族史【胸ct结果1双下肺被动型肺不张合并感染2双侧胸腔积液，右侧叶间积液3胸主动脉及冠状动脉壁钙化，心脏增大想得到怎样的帮助：1病因2治疗方案【含中医】
贫血,症状,现查出患有多发性子宫肌瘤，大的7CM，有<entity>症状，月经量大。是否必须进行子宫全切除手术。未采取药物治疗。
贫血,症状,地中海<entity>有哪些症状
贫血,症状,全部症状：糖尿病打胰岛素2年，去年得过肾结石和做过输卵管结石做了个支架。今年查一下看看肾怎么样就是左肾8.1*4.0右肾9.0*4.6，不光滑，结构不清晰》尿：白细胞+1.怎么治疗属于什么病？发病时间及原因：到没觉得哪不舒服，就是做6个月一次的常规检查，发现左肾萎缩不知道可以称是萎缩么？治疗情况：2年前在长春医大住了15天，那时候是<entity>和白细胞+3，长期低烧，血糖高12.8做了尿培养，综合治疗一下，血糖是下来了，不<entity>了，白细胞还是3个加号，
贫血,不良反应,我父亲03年发现肾结石引起左肾积水严重已？我父亲03年发现肾结石引起左肾积水严重已坏死，当时做了左肾切除。术后肌酐达200左右，至今一直做保守现在身体无不良反应，但肌酐检查达816，<entity>。无是否做肾移植，本人意愿做手术
贫血,不良反应,子宫肌瘤<entity>能吃阿胶有什么禁忌和不良反应吗
肾积水,疾病,所患疾病：<entity>、尿道肿瘤、尿血.检查？所患疾病：<entity>、尿道肿瘤、尿血.检查结果：1、右输尿管ca;2、右<entity>；3、左肺转移ca。
下肢深静脉血栓形成,疾病,<entity>可以并发哪些疾病?
